image_path,text
D:\code\vit-gpt2\bigdata\geoimage_data\geo_69.png,铬铁矿矿石特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_70.png,橄榄岩的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_71.png,岩石露头的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_72.png,岩石露头的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_73.png,岩石野外的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_74.png,岩石的纹理特征和侵蚀痕迹
D:\code\vit-gpt2\bigdata\geoimage_data\geo_75.png,岩石的纹理特征和侵蚀痕迹
D:\code\vit-gpt2\bigdata\geoimage_data\geo_76.png,长片麻岩的锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_77.png,片麻岩的锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_78.png,流体包裹体产状的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_79.png,孔兹岩系的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_80.png,松多榴辉岩的野外露头及显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_81.png,榴辉岩样品的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_82.png,混合岩产出特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_83.png,表性锆石的阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_84.png,表性锆石的阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_85.png,蛇绿岩的野外照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_86.png,蛇绿岩的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_87.png,表性锆石的阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_88.png,表性锆石的阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_89.png,韧性剪切带野外变形照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_90.png,韧性剪切带显微照片变形特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_91.png,鸟瞰仪器分布光源电磁波谱
D:\code\vit-gpt2\bigdata\geoimage_data\geo_92.png,组玻屑流纹岩显微镜观察结果
D:\code\vit-gpt2\bigdata\geoimage_data\geo_93.png,锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_94.png,碳酸盐斜坡的岩相特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_95.png,早白垩世岩石中的锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_96.png,侵入岩中的锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_97.png,辉石二长闪长岩的锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_98.png,石英二长闪长岩的锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_99.png,石英二长闪长岩的锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_100.png,花岗闪长岩的锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_101.png,表性花岗岩体的显微结构
D:\code\vit-gpt2\bigdata\geoimage_data\geo_102.png,岩体样品的部分阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_103.png,花岗闪长岩质角砾岩的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_104.png,层状矿体中的典型矿石结构构造
D:\code\vit-gpt2\bigdata\geoimage_data\geo_105.png,辉石闪长岩矿物组成和结构的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_106.png,金矿蚀变和矿化特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_107.png,岩石样品标本的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_108.png,花岗岩和石英斑岩的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_109.png,岩体黑云母
D:\code\vit-gpt2\bigdata\geoimage_data\geo_110.png,岩体黑云母
D:\code\vit-gpt2\bigdata\geoimage_data\geo_111.png,岩体中的绿泥石成分
D:\code\vit-gpt2\bigdata\geoimage_data\geo_112.png,油和气的包裹体
D:\code\vit-gpt2\bigdata\geoimage_data\geo_113.png,重晶石的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_114.png,方解石中的簇状分布包裹体
D:\code\vit-gpt2\bigdata\geoimage_data\geo_115.png,重晶石中的簇状单液相包裹体
D:\code\vit-gpt2\bigdata\geoimage_data\geo_116.png,不混溶捕获的包裹体
D:\code\vit-gpt2\bigdata\geoimage_data\geo_117.png,榴辉岩中脉体的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_118.png,流体包裹体产状的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_119.png,固相和气液相激光拉曼探针的分析结果
D:\code\vit-gpt2\bigdata\geoimage_data\geo_120.png,榴辉岩中条带状和褶皱状箭头所指的石英脉
D:\code\vit-gpt2\bigdata\geoimage_data\geo_121.png,包裹体的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_122.png,样品流体包裹体的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_123.png,标本及显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_124.png,矿石构造的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_125.png,主成矿阶段的矿石照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_126.png,岩体石英中的流体包裹体的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_127.png,晚期的脉状铜矿化
D:\code\vit-gpt2\bigdata\geoimage_data\geo_128.png,层状矿石的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_129.png,铅锌矿石英中富甲烷单相包裹体的测温过程
D:\code\vit-gpt2\bigdata\geoimage_data\geo_130.png,矿石组构特征的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_131.png,流体包裹体的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_132.png,地质特征的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_133.png,各阶段典型流体包裹体的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_134.png,萤石中各种类型的包裹体
D:\code\vit-gpt2\bigdata\geoimage_data\geo_135.png,黑钨矿石英细脉的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_136.png,玄武岩气孔石英中流体包裹体的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_137.png,显微镜下的岩石切片的图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_138.png,辉长质岩墙和围岩的产状和变形构造
D:\code\vit-gpt2\bigdata\geoimage_data\geo_139.png,下地壳岩石的变质显微结构
D:\code\vit-gpt2\bigdata\geoimage_data\geo_140.png,宁岗岩体的锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_141.png,正长花岗岩辉绿岩墙和正长斑岩脉的图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_142.png,岩中锆石的阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_143.png,矿石的宏观及显微特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_144.png,普朗斑岩铜矿的锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_145.png,采样露头的野外照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_146.png,锆石颗粒的阴极发光电子图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_147.png,侵入杂岩中锆石的阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_148.png,玉龙含矿岩体的锆石图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_149.png,扫描电镜的图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_150.png,岩石与矿物样本的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_151.png,根管石断面元素及化合物成分变化
D:\code\vit-gpt2\bigdata\geoimage_data\geo_152.png,花岗岩典型样品的岩相学显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_153.png,花岗岩的锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_154.png,白榴碧玄岩的背闪射图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_155.png,地幔橄榄岩矿物中的熔体包裹体
D:\code\vit-gpt2\bigdata\geoimage_data\geo_156.png,表性样品的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_157.png,表性锆石的背散射电子图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_158.png,玄武岩的岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_159.png,玄武岩的岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_160.png,玄武岩中的斜方辉石照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_161.png,橄榄岩的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_162.png,爆破式喷发产物的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_163.png,地质的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_164.png,湖泊的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_165.png,熔岩流与沙土的接触关系
D:\code\vit-gpt2\bigdata\geoimage_data\geo_166.png,剖面的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_167.png,碎屑的显微形貌特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_168.png,碎屑颗粒的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_169.png,碎屑颗粒的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_170.png,样品碎屑颗粒的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_171.png,样品碎屑颗粒的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_172.png,景区的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_173.png,巨厚流纹岩层照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_174.png,流纹岩组成的山峰
D:\code\vit-gpt2\bigdata\geoimage_data\geo_175.png,斑岩型钼矿中的暗色微粒包体
D:\code\vit-gpt2\bigdata\geoimage_data\geo_176.png,角砾岩的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_177.png,角砾岩的显微结构特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_178.png,锆石的阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_179.png,蛇绿混杂岩的露头照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_180.png,蛇绿岩的实测剖面照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_181.png,橄榄岩和白云石大理岩的岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_182.png,变质核杂岩露头照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_183.png,双峰式火成岩
D:\code\vit-gpt2\bigdata\geoimage_data\geo_184.png,蓝片岩遥感图像解释
D:\code\vit-gpt2\bigdata\geoimage_data\geo_185.png,沉积特征的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_186.png,沉积特征的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_187.png,黑色物质样品表面测试元素分布特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_188.png,地表破裂带特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_189.png,川断裂带断裂岩特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_190.png,断裂岩光学显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_191.png,黑色断裂物质单偏光下显微特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_192.png,黑色断裂物质扫描电镜特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_193.png,俄久卖片麻岩的岩石学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_194.png,锆石的阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_195.png,石榴子石二辉橄榄岩手标本扫描照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_196.png,铬铁矿和橄榄石的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_197.png,细粒石榴子石环带和包裹体结构背散射图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_198.png,岩体的宏观与微观构造特点
D:\code\vit-gpt2\bigdata\geoimage_data\geo_199.png,变质砂岩中的碎屑锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_200.png,钼矿的典型照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_201.png,野外的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_202.png,岩体花岗斑岩中部分锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_203.png,岩石组构及矿物组成特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_204.png,岩体的阴极发光图象
D:\code\vit-gpt2\bigdata\geoimage_data\geo_205.png,片麻状变质花岗岩锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_206.png,镁铁质岩体中的闪长岩主要矿物
D:\code\vit-gpt2\bigdata\geoimage_data\geo_207.png,露头照片及岩石显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_208.png,杂岩体单斜辉石的镜下特征单偏光环带
D:\code\vit-gpt2\bigdata\geoimage_data\geo_209.png,岩体岩石及显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_210.png,马位松多含矿岩体锆石图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_211.png,辉钼矿的产出特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_212.png,地质特征照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_213.png,二长花岗斑岩矿化蚀变特征薄片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_214.png,菱镁矿样品地质特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_215.png,显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_216.png,锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_217.png,辉长岩锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_218.png,橄榄石变形后试件的扫描电镜
D:\code\vit-gpt2\bigdata\geoimage_data\geo_219.png,白云石化作用形成的泥晶微晶白云岩
D:\code\vit-gpt2\bigdata\geoimage_data\geo_220.png,白云化作用的产物和演化过程图谱
D:\code\vit-gpt2\bigdata\geoimage_data\geo_221.png,海水及沉积物同位素随位置变化趋势
D:\code\vit-gpt2\bigdata\geoimage_data\geo_222.png,同位素变化范围及均值直方图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_223.png,碳酸盐同位素分布区间
D:\code\vit-gpt2\bigdata\geoimage_data\geo_224.png,橄榄岩的野外及显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_225.png,岩石及铜矿化的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_226.png,石墨矿石左深度及石墨硫化物
D:\code\vit-gpt2\bigdata\geoimage_data\geo_227.png,含矿岩体的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_228.png,铅锌矿石矿物组成及结构相关照片反射光
D:\code\vit-gpt2\bigdata\geoimage_data\geo_229.png,铅锌矿石构造及脉状穿插关系相关照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_230.png,银矿物赋存状态相关照片反射光
D:\code\vit-gpt2\bigdata\geoimage_data\geo_231.png,银矿物背散射照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_232.png,黄沙钨矿石英中的流体包裹体
D:\code\vit-gpt2\bigdata\geoimage_data\geo_233.png,程潮铁矿典型的矽卡岩矿物
D:\code\vit-gpt2\bigdata\geoimage_data\geo_234.png,显微镜下的岩石切片照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_235.png,花岗岩的岩石标本和显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_236.png,碲化物产状及其共生关系图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_237.png,碲金矿和产状及其共生关系图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_238.png,岩体对沿断裂运动的含矿流体流的屏蔽
D:\code\vit-gpt2\bigdata\geoimage_data\geo_239.png,岩墙群的地质学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_240.png,表性岩墙的露头照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_241.png,闪长玢岩及斜长花岗斑岩蚀变照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_242.png,碎屑岩的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_243.png,碎屑岩的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_244.png,侵入岩的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_245.png,测年锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_246.png,主要岩石类型显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_247.png,岩体的特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_248.png,表性锆石的阴极发光图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_249.png,流体包裹体的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_250.png,乔霍特铜矿的矿化特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_251.png,岩浆期矿石的显微岩相特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_252.png,岩浆期矿石特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_253.png,岩浆期矿石特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_254.png,热液成矿期矿石特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_255.png,花岗岩和斜长角闪岩的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_256.png,花岗岩的显微镜下特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_257.png,花岗岩的锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_258.png,钾钠质流纹岩的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_259.png,钾钠质流纹岩的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_260.png,岩石学显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_261.png,岩石显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_262.png,岩墙和围岩锆石的阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_263.png,岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_264.png,辉长岩的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_265.png,辉石出溶结构的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_266.png,岩体岩石学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_267.png,矿物的图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_268.png,辉石颗粒的图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_269.png,发生剪切变形的石英菱镁岩
D:\code\vit-gpt2\bigdata\geoimage_data\geo_270.png,野外的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_271.png,构造带的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_272.png,野外的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_273.png,辉长岩锆石的阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_274.png,侵入岩的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_275.png,样品的标本及显微镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_276.png,闪长岩的显微结构
D:\code\vit-gpt2\bigdata\geoimage_data\geo_277.png,闪长岩的变形特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_278.png,花岗质糜棱岩的露头照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_279.png,花岗岩与花岗质糜棱岩显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_280.png,花岗岩与花岗质糜棱岩显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_281.png,韧性剪切构造特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_282.png,韧性剪切构造特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_283.png,辉钼矿的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_284.png,矿石的标本及显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_285.png,截切关系的露头照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_286.png,野外照片及遥感图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_287.png,玄武岩层的地质特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_288.png,角闪辉长岩和花岗岩野外产状及岩相学照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_289.png,角闪辉长岩和花岗岩锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_290.png,剖面砾石的野外照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_291.png,样品的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_292.png,三维的地震剖面
D:\code\vit-gpt2\bigdata\geoimage_data\geo_293.png,凹陷的地震剖面
D:\code\vit-gpt2\bigdata\geoimage_data\geo_294.png,砂岩的铸体显微薄片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_295.png,矿物组合与露头蚀变特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_296.png,原灰岩的改造作用
D:\code\vit-gpt2\bigdata\geoimage_data\geo_297.png,白云岩的主要类型
D:\code\vit-gpt2\bigdata\geoimage_data\geo_298.png,白云岩中的流体包裹体
D:\code\vit-gpt2\bigdata\geoimage_data\geo_299.png,岩溶裂缝发育特征图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_300.png,钾长花岗斑岩的显微结构照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_301.png,钾长花岗斑岩的显微照片
